SEL;CODBARRA;DESCRICAO;VRCUSTO;CUSTO_REPOSICAO;VRVENDA;ATIVO;ATIVO_COMPRA;ATACAREJO;COMISSAO;FORNECEDOR;CODDPTO;DEPARTAMENTO;GRUPO;SUBGRUPO;SECAO;UNIDADE;MARKUP;CODFOR;ALIQUOTA;BALANCA;PROMOCAO;VRPROMO;VRCLUBEFIDELIDADE;PIS;TIPOPIS;FATORKG;FATORCX;CODBALANCA;DESCMAX;ESPECIFICACAO;COMPOSICAO;CODIGO;COD_GRUPO;COD_SUBGRUPO;CEST;DATA_ALTERACAO;CUSTO_TOTAL;DATA_ALTERACAO_PRECO;NCM;COMECO_DESCRICAO;IDEMPRESA;DATA_CADASTRO;MARGEM_CALCULADA;GRUPO_PRECO;IDPISCOFINS;DESPIS;IMPRIMIRCOMP;COD_GRUPOPRECO;ATACADO;VRDESCPRECO2_MP;VRDESCPRECO2_PRO;TPDESCPRECO2;QTDE_ESTOQUE;QTDE_DEPOSITO;QTDE_TOTAL;PRODUTO_PAI;DESCRICAO_RESUMIDA;DESCRICAO_WEB;DESCRICAO_BALANCA;QUANTIDADE;ALTERA_DESCRICAO_COTACAO;PERDA;IDMARCA;MARCA;ETQ_IMPRESSA;VASILHAME;COD_FIGURA_FISCAL;FIGURA_FISCAL;POSSUI_RECEITA;FATOR_FILHO;QTDE_ETIQUETAS;VLRPROMOCAO;REALIZA_TROCA;COTACAO;EST_MINIMO;EST_MAXIMO;EST_ATUAL_X_MINIMO;EST_ATUAL_X_MAXIMO;UNIDADE_APRESENTACAO;CONTEUDO_EMBALAGEM;APRESENTACAO_ETIQUETA;VLR_APRESENTACAO;CODOPERADOR;TIPO_PRODUTO;ABC;PERC_ABC;DATA_ABC
T;"7,89E+12";CERVEJA BRAHMA GFA LIQUIDO 600ML;"4,37";"4,37";"5,9";S;S;;;DIST BEB. E ALIM. DO ALTO PARANAIBA LTDA;13;BEBIDAS;BALANﾇO LJ 02 2020;CERVEJA - GARRAFA;;UN;20;57722;STB;N;N;"2,5";;S;;1;12;1;;;N;262279;6164;43;201800;01/03/2024;"4,37";05/04/2024;22030000;C;2;;"25,93";;14;MONOFASICO;N;;N;;0;D;24;0;24;;CERVEJA BRAHMA GFA LIQUIDO 600ML;CERVEJA BRAHMA GFA LIQUIDO 600ML;CERVEJA BRAHMA GFA LIQUIDO 600ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;"2,5";S;N;0;0;MAIOR;MAIOR;;1;1;"5,9";;;;;
T;"7,89E+12";CERVEJA BRAHMA GFA LIQUIDO VD 1L TTC;"5,49";"5,49";"5,99";S;S;;;DIST BEB. E ALIM. DO ALTO PARANAIBA LTDA;13;BEBIDAS;ALCOOLICA;CERVEJA - GARRAFA;;UN;"-88,31";57722;STB;N;N;"2,99";;S;N;1;12;1;;;N;508124;26;43;302100;03/05/2024;"5,49";03/05/2024;22030000;C;2;;"8,35";;14;MONOFASICO;N;;N;;0;D;36;0;36;;CERVEJA BRAHMA GFA LIQUIDO VD 1L TTC;CERVEJA BRAHMA GFA LIQUIDO VD 1L TTC;CERVEJA BRAHMA GFA LIQUIDO VD 1L TTC;;;N;;;N;N;6;SUBSTITUICAO;N;;;"2,99";S;N;0;0;MAIOR;MAIOR;;1;1;"5,99";;;;;
T;"7,89E+12";CERVEJA BRAHMA LATA 350ML;"2,2";"2,2";"3,1";S;S;;;DIST BEB. E ALIM. DO ALTO PARANAIBA LTDA;13;BEBIDAS;ALCOOLICA;CERVEJA LATA;;UN;0;57722;STB;N;N;"1,99";;S;;1;12;1;;;N;153904;26;29;201800;15/04/2024;"2,2";05/04/2024;22030000;C;2;;"29,03";;14;MONOFASICO;N;;N;;0;D;1680;0;1680;;CERVEJA BRAHMA LATA 350ML;CERVEJA BRAHMA LATA 350ML;CERVEJA BRAHMA LATA 350ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;"1,99";S;N;0;0;MAIOR;MAIOR;;1;1;"3,1";;;;;
T;"7,89E+12";CERVEJA BRAHMA LATA CX 18 X 350ML;"45,54";"45,54";"47,52";S;S;N;;DIST BEB. E ALIM. DO ALTO PARANAIBA LTDA;13;BEBIDAS;ALCOOLICA;CERVEJA LATA;;CX;0;57722;STB;N;N;;;S;N;1;1;1;;;N;842595;26;29;201800;14/05/2024;"36,9";09/05/2024;22030000;C;2;05/06/2019;"4,17";;14;MONOFASICO;N;;N;;0;D;245;0;245;;CERVEJA BRAHMA LATA CX 18 X 350ML;CERVEJA BRAHMA LATA CX 18 X 350ML;CERVEJA BRAHMA LATA CX 18 X 350ML;;N;N;;;N;N;6;SUBSTITUICAO;N;1;;;S;N;0;0;MAIOR;MAIOR;;1;1;"47,52";845;;;;
T;"7,90E+12";CERVEJA CRYSTAL LATA 350ML;"1,67";"1,67";"1,79";S;S;;;AGUA BRANCA COM & DISTR DE BEBIDAS LTDA;9;PET SHOP;ALCOOLICA;CERVEJA LATA;;UN;15;38601;STB;N;N;0;;;;1;12;1;;;N;274012;26;29;201800;23/03/2024;"1,67";05/04/2024;22030000;C;2;;"6,7";;14;MONOFASICO;N;;N;;0;D;129;0;129;;CERVEJA CRYSTAL LATA 350ML;CERVEJA CRYSTAL LATA 350ML;CERVEJA CRYSTAL LATA 350ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"1,79";;;;;
T;"7,90E+12";CERVEJA EISENBAHN PILSEN LATA 473ML;"3,49";"3,49";"3,59";S;S;N;;UBERLANDIA REFRESCOS LTDA.;13;BEBIDAS;BALANﾇO LJ 02 2020;CERVEJA LATA;;UN;0;10806;STB;N;N;0;;S;N;;12;1;;;N;891729;6164;29;201800;01/04/2024;0;05/04/2024;22030000;C;2;02/05/2022;"2,79";;14;MONOFASICO;N;;N;;0;D;132;0;132;;CERVEJA EISENBAHN PILSEN LATA 473ML;CERVEJA EISENBAHN PILSEN LATA 473ML;CERVEJA EISENBAHN PILSEN LATA 473ML;;N;N;;;N;N;6;SUBSTITUICAO;N;1;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"3,59";1426;N;;;
T;78905498;CERVEJA HEINEKEN GARRAFA 600ML LIQUIDO;"6,54";"6,54";"9,4";S;S;;;COMERCIO DE BEBIDAS MARRA LTDA;13;BEBIDAS;ALCOOLICA;CERVEJA - GARRAFA;;UN;30;56760;STB;N;N;0;;S;N;1;24;1;;;N;797252;26;43;201800;05/02/2024;"6,54";05/04/2024;22030000;C;2;11/12/2013;"30,43";;14;MONOFASICO;N;;N;;0;D;36;0;36;;CERVEJA HEINEKEN GARRAFA 600ML LIQUIDO;CERVEJA HEINEKEN GARRAFA 600ML LIQUIDO;CERVEJA HEINEKEN GARRAFA 600ML LIQUIDO;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"9,4";85;;;;
T;78935495;CERVEJA HEINEKEN SHOT LONG NECK 250ML;"3,37";"3,37";"4,3";S;S;N;;COMERCIO DE BEBIDAS MARRA LTDA;13;BEBIDAS;ALCOOLICA;CERVEJA LATA;;UN;0;56760;STB;N;N;0;;S;N;1;24;1;;;N;846714;26;29;201800;06/05/2024;"3,37";06/05/2024;22030000;C;2;13/11/2019;"21,63";;14;MONOFASICO;N;;N;;0;D;120;0;120;;CERVEJA HEINEKEN SHOT LONG NECK 250ML;CERVEJA HEINEKEN SHOT LONG NECK 250ML;CERVEJA HEINEKEN SHOT LONG NECK 250ML;;N;N;;;N;N;6;SUBSTITUICAO;N;1;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"4,3";41;;;;
T;"7,90E+12";CERVEJA IMPERIO PILSEN LATA 473ML;"2,9";"2,9";"2,99";S;S;N;;UBERLANDIA MG DISTRIBUIDORA DE BEBIDAS LTDA;13;BEBIDAS;BALANﾇO LJ 02 2020;CERVEJA LATA;;UN;30;55588;STB;N;N;0;;S;N;1;12;1;;;N;855063;6164;29;302100;10/05/2024;"2,9";05/04/2024;22030000;C;2;19/01/2021;"3,01";;14;MONOFASICO;N;;N;;0;D;2604;0;2604;;CERVEJA IMPERIO PILSEN LATA 473ML;CERVEJA IMPERIO PILSEN LATA 473ML;CERVEJA IMPERIO PILSEN LATA 473ML;;N;N;;;N;N;6;SUBSTITUICAO;N;1;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"2,99";1128;;;;
T;78904644;CERVEJA KAISER GFA LIQUIDO 600ML;"2,94";"2,94";"3,6";S;S;;;UBERLANDIA REFRESCOS LTDA.;13;BEBIDAS;ALCOOLICA;CERVEJA - GARRAFA;;UN;20;10806;STB;N;N;"1,99";;S;;1;24;1;;;N;108249;26;43;201800;05/12/2023;"2,94";05/04/2024;22030000;C;2;;"18,33";;14;MONOFASICO;N;;N;;0;D;192;0;192;;CERVEJA KAISER GFA LIQUIDO 600ML;CERVEJA KAISER GFA LIQUIDO 600ML;CERVEJA KAISER GFA LIQUIDO 600ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;"1,99";S;N;0;0;MAIOR;MAIOR;;1;1;"3,6";;;;;
T;"7,90E+12";CERVEJA KAISER LATA 350 ML;"1,79";"1,79";"2,49";S;S;;;UBERLANDIA REFRESCOS LTDA.;13;BEBIDAS;ALCOOLICA;CERVEJA LATA;;UN;10;10806;STB;N;N;"1,59";;S;;1;12;1;;;N;411127;26;29;201800;06/05/2024;"1,79";14/05/2024;22030000;C;2;;"28,11";;14;MONOFASICO;N;;N;;0;D;393;0;393;;CERVEJA KAISER LATA 350 ML;CERVEJA KAISER LATA 350 ML;CERVEJA KAISER LATA 350 ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;"1,59";S;N;0;0;MAIOR;MAIOR;;1;1;"2,49";;;;;
T;"7,90E+12";CERVEJA KAISER LATA 473 ML;"2,35";"2,35";"3,19";S;S;;;UBERLANDIA REFRESCOS LTDA.;5;AGROPECUARIA;BALANﾇO LJ 02 2020;CERVEJA LATA;;UN;10;10806;STB;N;N;"1,99";;S;N;1;1;1;;;N;792033;6164;29;201800;13/04/2024;"2,35";05/04/2024;22030000;C;2;13/07/2013;"26,33";;14;MONOFASICO;N;;N;;0;D;1080;0;1080;;CERVEJA KAISER LATA 473 ML;CERVEJA KAISER LATA 473 ML;CERVEJA KAISER LATA 473 ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;"1,99";S;N;0;0;MAIOR;MAIOR;;1;1;"3,19";87;;;;
T;"7,90E+12";CERVEJA PETRA PURO MALTE LATA 350ML;"2,29";"2,29";"2,79";S;S;N;;AGUA BRANCA COM & DISTR DE BEBIDAS LTDA;13;BEBIDAS;BALANﾇO LJ 02 2020;CERVEJA LATA;;UN;20;38601;STB;N;N;;;S;N;1;12;1;;;N;843473;6164;29;201800;25/10/2023;"2,29";04/02/2021;22030000;C;2;07/08/2019;"17,92";;14;MONOFASICO;N;;N;;0;D;588;0;588;;CERVEJA PETRA PURO MALTE LATA 350ML;CERVEJA PETRA PURO MALTE LATA 350ML;CERVEJA PETRA PURO MALTE LATA 350ML;;N;N;;;N;N;6;SUBSTITUICAO;N;1;;;S;N;0;0;MAIOR;MAIOR;;1;1;"2,79";845;;;;
T;"7,89E+12";CERVEJA SKOL GFA LIQUIDO 300ML;"1,66";"1,66";"2,25";S;S;;;DIST BEB. E ALIM. DO ALTO PARANAIBA LTDA;13;BEBIDAS;ALCOOLICA;CERVEJA - GARRAFA;;UN;20;57722;STB;N;N;"1,25";;S;;1;23;1;;;N;299534;26;43;201800;11/05/2024;"1,51";22/04/2024;22030000;C;2;;"26,22";;13;TRIBUTADOS;N;;N;;0;D;312;0;312;;CERVEJA SKOL GFA LIQUIDO 300ML;CERVEJA SKOL GFA LIQUIDO 300ML;CERVEJA SKOL GFA LIQUIDO 300ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;"1,25";S;N;0;0;MAIOR;MAIOR;;1;1;"2,25";;;;;
T;"7,89E+12";CERVEJA SKOL GFA LIQUIDO 600ML;"4,41";"4,41";"6,4";S;S;;;DIST BEB. E ALIM. DO ALTO PARANAIBA LTDA;13;BEBIDAS;ALCOOLICA;CERVEJA - GARRAFA;;UN;25;57722;STB;N;N;0;;S;;1;12;1;;;N;262569;26;43;201800;11/03/2024;"4,41";05/04/2024;22030000;C;2;;"31,09";;14;MONOFASICO;N;;N;;0;D;48;0;48;;CERVEJA SKOL GFA LIQUIDO 600ML;CERVEJA SKOL GFA LIQUIDO 600ML;CERVEJA SKOL GFA LIQUIDO 600ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"6,4";;;;;
T;"7,89E+12";CERVEJA SKOL GFA LITRO LIQUIDO UN;"5,16";"5,16";"7,4";S;S;;;DIST BEB. E ALIM. DO ALTO PARANAIBA LTDA;13;BEBIDAS;ALCOOLICA;CERVEJA - GARRAFA;;UN;0;57722;STB;N;N;0;;S;;1;12;1;;;N;389099;26;43;201800;01/03/2024;"5,16";05/04/2024;22030000;C;2;;"30,27";;14;MONOFASICO;N;;N;;0;D;84;0;84;;CERVEJA SKOL GFA LITRO LIQUIDO UN;CERVEJA SKOL GFA LITRO LIQUIDO UN;CERVEJA SKOL GFA LITRO LIQUIDO UN;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"7,4";;;;;
T;"7,90E+12";COLHER CLEAN WAVE REFOR CRISTAL 50UN;"3,51";"4,01";"8,29";S;S;N;;NOVA CLEAN COM IMPORT EXPORT DESCARTAVEIS LTDA EPP;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;15;40947;STB;N;N;;;S;N;;20;1;;;N;836799;6164;4;1400500;17/10/2023;"4,04";05/04/2024;39241000;C;2;14/08/2018;"51,63";;13;TRIBUTADOS;N;;N;;;;96;0;96;;COLHER CLEAN WAVE REFOR CRISTAL 50UN;COLHER CLEAN WAVE REFOR CRISTAL 50UN;COLHER CLEAN WAVE REFOR CRISTAL 50UN;;N;N;;;N;N;6;SUBSTITUICAO;N;;;;S;N;0;0;MAIOR;MAIOR;;1;1;"8,29";85;;;;
T;"7,89E+12";COPO AMERICANO PEQ. 2010 CX C/24 UN;10;10;"32,4";S;S;N;;MARTINS COMERCIO E SERV.DIST.S.A.;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;"-9,4";10045;STB;N;N;0;;S;N;1;24;1;;;N;907272;6164;4;1400200;22/04/2024;"9,07";17/04/2024;70133700;C;2;12/12/2023;"69,14";;13;TRIBUTADOS;N;;N;;;;15;0;15;;COPO AMERICANO PEQUENO 2010;COPO AMERICANO PEQUENO 2010;COPO AMERICANO PEQUENO 2010;;N;N;;;N;N;6;SUBSTITUICAO;N;1;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"32,4";867;N;;;
T;"7,90E+12";COPO DESC COPO BOM  200ML 100UN;4;4;"5,2";S;S;N;;WAGNER ALMEIDA PAINS EIRELI EPP;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;0;42917;STB;N;N;0;;S;N;1;25;1;;;N;895102;2;0;1400600;28/02/2024;0;09/02/2024;39241000;C;2;29/08/2022;"23,08";;13;TRIBUTADOS;N;;N;;;;61;0;61;;COPO DESC COPO BOM  200ML 100UN;COPO DESC COPO BOM  200ML 100UN;COPO DESC COPO BOM  200ML 100UN;;N;N;;;N;N;6;SUBSTITUICAO;N;1;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"5,2";2086;N;;;
T;"7,90E+12";COPO DESC CRISTAL CC-200 TR TRASNP 200ML 100UN;"3,03";"3,81";"4,99";S;S;;;CRISTALCOPO DESCARTAVEIS S/A;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;12;40135;STB;N;N;0;;S;N;;25;1;;;N;812946;6164;4;1400600;08/03/2024;"3,65";05/04/2024;39241000;C;2;03/12/2015;"23,65";;13;TRIBUTADOS;N;;N;;;;1;0;1;;COPO DESC CRISTAL CC-200 TR TRASNP 200ML 100UN;COPO DESC CRISTAL CC-200 TR TRASNP 200ML 100UN;COPO DESC CRISTAL CC-200 TR TRASNP 200ML 100UN;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"4,99";85;;;;
T;"7,90E+12";COPO DESC CRISTAL CC-300 TR TRASNP 300ML 100UN;"5,22";"6,55";"8,8";S;S;;;CRISTALCOPO DESCARTAVEIS S/A;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;12;40135;STB;N;N;0;;S;N;;20;1;;;N;809753;6164;4;2806100;26/04/2023;"6,3";05/04/2024;39241000;C;2;31/07/2015;"25,57";;13;TRIBUTADOS;N;;N;;;;109;0;109;;COPO DESC CRISTAL CC-300 TR TRASNP 300ML 100UN;COPO DESC CRISTAL CC-300 TR TRASNP 300ML 100UN;COPO DESC CRISTAL CC-300 TR TRASNP 300ML 100UN;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"8,8";85;;;;
T;126;COXA E SOBRECOXA CONG KG;"5,78";"5,85";"8,4";S;S;;;RIVELLI ALIMENTOS S/A;18;ACOUGUE;BALANﾇO LJ 02 2020;FRANGOS E CORTES;;KG;30;11630;STB;S;N;"4,19";;S;N;1;1;1;;;N;1267;6164;120;1708700;13/05/2024;"5,84";05/04/2024;2071400;C;2;;"30,36";;12;ALIQUOTA ZERO;N;;N;;0;D;80;0;80;;COXA E SOBRECOXA CONG KG;COXA E SOBRECOXA CONG KG;COXA E SOBRECOXA CONG KG;;;N;;;N;N;6;SUBSTITUICAO;N;;;"4,19";S;N;0;0;MAIOR;MAIOR;;1;1;"8,4";;;;;
T;"7,89E+12";CREME DENTAL COLGATE MPA MENTA 180G;"5,11";"5,11";"8,59";S;S;;;REDE BIZ SERV. DIST. PRODUTOS SA;5;AGROPECUARIA;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;14;11272;STB;N;N;"2,6";;S;;1;12;1;;;N;359894;6164;0;2002300;04/05/2024;"5,11";05/04/2024;33061000;C;2;;"40,51";;12;ALIQUOTA ZERO;N;;N;;0;D;72;0;72;;CREME DENTAL COLGATE MPA MENTA 180G;CREME DENTAL COLGATE MPA MENTA 180G;CREME DENTAL COLGATE MPA MENTA 180G;;;N;;;N;N;6;SUBSTITUICAO;N;;;"2,6";S;N;0;0;MAIOR;MAIOR;;1;1;"8,59";;;;;
T;"7,89E+12";CREME DENTAL SORRISO DENTES BRANCO 90G;"2,71";"2,71";"4,25";S;S;;;REDE BIZ SERV. DIST. PRODUTOS SA;91;CREME DENTAL;SORRISO;90 GRAMAS;;UN;14;11272;STB;N;N;"1,29";;S;;1;12;1;;;N;93446;51;247;2002300;04/05/2024;"2,71";05/04/2024;33061000;C;2;;"36,24";;12;ALIQUOTA ZERO;N;;N;;0;D;24;0;24;;CREME DENTAL SORRISO DENTES BRANCO 90G;CREME DENTAL SORRISO DENTES BRANCO 90G;CREME DENTAL SORRISO DENTES BRANCO 90G;;;N;;;N;N;6;SUBSTITUICAO;N;;;"1,29";S;N;0;0;MAIOR;MAIOR;;1;1;"4,25";;;;;
T;"7,90E+12";DESINF POLITRIZ LAVANDA 1750ML;"4,14";"4,35";"4,89";S;S;;;LM IND.COM. IMPORTACAO EXPORT LTDA.;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;"-83,29";10461;T01;N;N;"2,99";;S;N;1;6;1;;;N;409834;6164;4;;17/04/2024;"3,75";05/04/2024;38089419;D;2;;"11,04";DESINF POLITRIZ 1750ML;13;TRIBUTADOS;N;606;N;;0;D;18;0;18;;DESINF POLITRIZ LAVANDA 1750ML;DESINF POLITRIZ LAVANDA 1750ML;DESINF POLITRIZ LAVANDA 1750ML;;;N;;;N;N;18;TRIBUTADO 18%;N;;;"2,99";S;N;0;0;MAIOR;MAIOR;;1;1;"4,89";;;;;
T;"7,90E+12";DESINF POLITRIZ MARINE 1750ML;"3,91";"4,11";"4,89";S;S;;;LM IND.COM. IMPORTACAO EXPORT LTDA.;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;10;10461;T01;N;N;"2,99";;S;;1;6;1;;;N;409858;2;0;;17/04/2024;"3,54";05/04/2024;38089419;D;2;;"15,95";DESINF POLITRIZ 1750ML;13;TRIBUTADOS;N;606;N;;0;D;9;0;9;;DESINF POLITRIZ MARINE 1750ML;DESINF POLITRIZ MARINE 1750ML;DESINF POLITRIZ MARINE 1750ML;;;N;;;N;N;18;TRIBUTADO 18%;N;;;"2,99";S;N;0;0;MAIOR;MAIOR;;1;1;"4,89";;;;;
T;"7,90E+12";DESINF POLITRIZ ORQUIDEA 1750ML;"3,91";"4,11";"4,89";S;S;;;LM IND.COM. IMPORTACAO EXPORT LTDA.;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;10;10461;T01;N;N;"2,89";;S;;1;6;1;;;N;314466;2;0;;17/04/2024;"3,54";05/04/2024;38089419;D;2;;"15,95";;13;TRIBUTADOS;N;;N;;0;D;3;0;3;;DESINF POLITRIZ ORQUIDEA 1750ML;DESINF POLITRIZ ORQUIDEA 1750ML;DESINF POLITRIZ ORQUIDEA 1750ML;;;N;;;N;N;18;TRIBUTADO 18%;N;;;"2,89";S;N;0;0;MAIOR;MAIOR;;1;1;"4,89";;;;;
T;"7,90E+12";DETERGENTE YPE CLEAR 500ML;"1,28";"1,56";"2,15";S;S;;;QU仡ICA AMPARO LTDA.;4880;MATERIAL DE LIMPEZA;DETERGENTES LIQUIDO;SUB GRUPO PADRAO;;UN;12;60144;STB;N;N;"1,29";;S;N;1;24;1;;;N;63784;266;0;1100500;10/05/2024;"1,37";05/04/2024;3048890;D;2;;"27,44";;13;TRIBUTADOS;N;;N;;0;D;168;0;168;;DETERGENTE YPE CLEAR 500ML;DETERGENTE YPE CLEAR 500ML;DETERGENTE YPE CLEAR 500ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;"1,29";S;N;0;0;MAIOR;MAIOR;;1;1;"2,15";;;;;
T;"7,90E+12";DETERGENTE YPE CLEAR 5LT;"12,11";"15,08";"23,9";S;S;;;QUIMICA AMPARO LTDA;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;10;10462;STB;N;N;0;;N;N;;4;1;;;N;795102;2;4;1100500;28/11/2023;"13,01";05/04/2024;34025000;D;2;14/10/2013;"36,9";;13;TRIBUTADOS;N;;N;;0;D;1;0;1;;DETERGENTE YPE CLEAR 5LT;DETERGENTE YPE CLEAR 5LT;DETERGENTE YPE CLEAR 5LT;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"23,9";85;;;;
T;"7,90E+12";DETERGENTE YPE COCO 500ML;"1,22";"1,5";"2,4";S;S;;;QU仡ICA AMPARO LTDA.;5;AGROPECUARIA;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;0;60144;STB;N;N;"1,39";;S;N;1;24;1;;;N;451826;6164;0;1100500;09/03/2024;"1,31";05/04/2024;34025000;D;2;;"37,5";;13;TRIBUTADOS;N;;N;;0;D;144;0;144;;DETERGENTE YPE COCO 500ML;DETERGENTE YPE COCO 500ML;DETERGENTE YPE COCO 500ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;"1,39";S;N;0;0;MAIOR;MAIOR;;1;1;"2,4";;;;;
T;"7,90E+12";DETERGENTE YPE LIMAO 500ML;"1,22";"1,5";"2,4";S;S;;;QU仡ICA AMPARO LTDA.;5;AGROPECUARIA;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;12;60144;STB;N;N;"1,39";;S;;1;24;1;;;N;451819;6164;0;1100500;11/04/2024;"1,31";05/04/2024;34025000;D;2;;"37,5";;13;TRIBUTADOS;N;;N;;0;D;120;0;120;;DETERGENTE YPE LIMAO 500ML;DETERGENTE YPE LIMAO 500ML;DETERGENTE YPE LIMAO 500ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;"1,39";S;N;0;0;MAIOR;MAIOR;;1;1;"2,4";;;;;
T;"7,90E+12";DETERGENTE YPE MACA 500ML;"1,22";"1,5";"2,4";S;S;;;QU仡ICA AMPARO LTDA.;4880;MATERIAL DE LIMPEZA;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;12;60144;STB;N;N;"1,39";;S;N;1;24;1;;;N;451802;6164;0;1100700;11/04/2024;"1,31";05/04/2024;34025000;D;2;;"37,5";;13;TRIBUTADOS;N;;N;;0;D;96;0;96;;DETERGENTE YPE MACA 500ML;DETERGENTE YPE MACA 500ML;DETERGENTE YPE MACA 500ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;"1,39";S;N;0;0;MAIOR;MAIOR;;1;1;"2,4";;;;;
T;"7,90E+12";DETERGENTE YPE NEUTRO 500ML;"1,22";"1,5";"2,23";S;S;;;ANTONIO DE PADUA ALVES E CIA LTDA;5;AGROPECUARIA;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;12;10798;STB;N;N;"1,19";;S;N;1;24;1;;;N;64682;6164;0;1100700;07/05/2024;"1,31";05/04/2024;34025000;D;2;;"32,74";;13;TRIBUTADOS;N;;N;;0;D;72;0;72;;DETERGENTE YPE NEUTRO 500ML;DETERGENTE YPE NEUTRO 500ML;DETERGENTE YPE NEUTRO 500ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;"1,19";S;N;0;0;MAIOR;MAIOR;;1;1;"2,23";;;;;
T;"7,90E+12";DETERGENTE YPE NEUTRO 5LT;"12,11";"15,08";"23,9";S;S;;;QU仡ICA AMPARO LTDA.;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;10;60144;STB;N;N;0;;S;;1;4;1;;;N;359030;2;0;1100500;22/02/2024;"13,02";05/04/2024;34025000;D;2;;"36,9";;13;TRIBUTADOS;N;;N;;0;D;4;0;4;;DETERGENTE YPE NEUTRO 5LT;DETERGENTE YPE NEUTRO 5LT;DETERGENTE YPE NEUTRO 5LT;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"23,9";;;;;
T;"7,51E+11";ENERGETICO JACK POWER  2LT;"5,5";"5,5";"8,29";S;S;N;;COMERCIAL BIRIBA LTDA.;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;0;10130;STB;N;N;0;;S;N;1;1;1;;;N;896530;2;0;301000;05/04/2024;0;05/04/2024;22029900;E;2;19/10/2022;"33,66";;14;MONOFASICO;N;;N;;0;D;2;0;2;;ENERGETICO JACK POWER  2LT;ENERGETICO JACK POWER  2LT;ENERGETICO JACK POWER  2LT;;N;N;;;N;N;6;SUBSTITUICAO;N;1;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"8,29";2086;N;;;
